Date,WKL,Quanity,Value,AAPL,Quanity,Value,CL,Quanity,Value,CNI,Quanity,Value,GOOGL,Quanity,Value,KO,Quanity,Value,MCD,Quanity,Value,NKE,Quanity,Value,PGR,Quanity,Value,TJX,Quanity,Value,UL,Quanity,Value,V,Quanity,Value,WM,Quanity,Value,WMT,Quanity,Value,USD Rate,Total USD Value,EUR Rate,Total EUR Value,Total Value GBP,Dividends & Fees,Net Total Value GBP,Cumulative Deposits,Net Profit,S&P500
03/01/2022,92.74,,,163.2,7,1142.4,76.04,4,304.16,119.11,3,357.33,134.06,,,61.97,12,743.64,239.63,,,132.22,6,793.32,103.24,,,63.9,,,54.83,14,767.62,208.97,6,1253.82,146.58,4,586.32,45.33,,,0.7499,5949,0.8347,,4461,46.36,4507,4950,-443,4306
03/02/2022,95.44,,,166.56,7,1165.92,76.7,4,306.8,125.01,3,375.03,134.57,,,62.43,12,749.16,240.94,,,135.68,6,814.08,104.92,,,66.12,,,54.75,14,766.5,208.48,6,1250.88,150.16,4,600.64,45.39,,,0.74644,6029,0.82942,,4500,46.36,4547,4950,-403,4387
03/03/2022,95.7,,,166.23,7,1163.61,77.4,4,309.6,124.69,3,374.07,133.9,,,62.47,12,749.64,236.65,,,133.97,6,803.82,105.08,,,65.71,,,53.66,14,751.24,207.23,6,1243.38,152.81,4,611.24,46.43,,,0.74901,6007,0.829,,4499,47.78,4547,4950,-403,4363
03/04/2022,95.04,,,163.17,7,1142.19,77.36,4,309.44,126.92,3,380.76,131.91,,,62.57,12,750.84,235.81,,,131.18,6,787.08,107.19,,,62.54,,,51.39,14,719.46,200.29,6,1201.74,157.82,4,631.28,47.61,,,0.755801,5923,0.81033,,4476,47.78,4524,4950,-426,4329
03/07/2022,94.6,,,159.3,7,1115.1,76.68,4,306.72,126.32,3,378.96,126.38,,,61.08,12,732.96,224.33,,,124.44,6,746.64,106.52,,,58.33,,,49.37,14,691.18,190.7,6,1144.2,155.85,4,623.4,47.22,,,0.762643,5739,0.8285,,4377,47.78,4425,4950,-525,4201
03/08/2022,86.32,,,157.44,7,1102.08,74.87,4,299.48,122.82,3,368.46,127.1,,,58.66,12,703.92,222.79,,,121.21,6,727.26,103.76,,,60,,,49.17,14,688.38,191.71,6,1150.26,147.96,4,591.84,46.25,,,0.7634,5632,0.83191,,4299,47.78,4347,5050,-703,4171
03/09/2022,90.38,,,162.95,7,1140.65,75.54,4,302.16,124.12,3,372.36,133.42,,,58.96,12,707.52,222.47,,,126.95,6,761.7,104.1,,,61.19,,,51.1,14,715.4,199.76,6,1198.56,149.98,4,599.92,46.49,,,0.7584,5798,0.8397,,4397,47.78,4445,5050,-605,4278
03/10/2022,88.42,,,158.52,7,1109.64,73.84,4,295.36,127.7,3,383.1,132.43,,,57.88,12,694.56,222,,,126.03,6,756.18,104.67,,,62.05,,,49.89,14,698.46,197.97,6,1187.82,151.45,4,605.8,47.54,,,0.76317,5731,0.84046,,4374,47.78,4421,5050,-629,4260
03/11/2022,87.68,,,154.73,7,1083.11,73.77,4,295.08,126.29,3,378.87,129.87,,,57.92,12,695.04,226.87,,,122.63,6,735.78,105.54,4,422.16,61.43,,,49.44,14,692.16,196.71,6,1180.26,151.47,4,605.88,47.36,,,0.767365,6088,0.83307,,4672,47.78,4720,5050,-330,4204
03/14/2022,90.28,,,150.62,7,1054.34,73.96,4,295.84,123.5,3,370.5,125.95,,,58.54,12,702.48,226.18,,,117.57,6,705.42,105.71,4,422.84,61.25,,,49.89,14,698.46,200.33,6,1201.98,154.45,4,617.8,48.02,,,0.76853,6070,0.8409,,4665,47.78,4712,5050,-338,4173
03/15/2022,91.32,,,155.09,7,1085.63,75.49,4,301.96,123.58,3,370.74,129.2,,,59.62,12,715.44,232.57,,,119.4,6,716.4,107.31,4,429.24,61.72,,,49.94,14,699.16,206.14,6,1236.84,155.17,4,620.68,48.59,,,0.76649,6176,0.84067,,4734,47.78,4782,5050,-268,4262
03/16/2022,93.22,,,159.59,7,1117.13,75.15,4,300.6,127.34,3,382.02,133.28,,,59.46,12,713.52,238.14,,,125.19,6,751.14,106.14,4,424.56,62.54,,,50.72,14,710.08,211.87,6,1271.22,154.5,4,618,48.45,,,0.76097,6288,0.83864,,4785,47.78,4833,5050,-217,4358
03/17/2022,95.34,,,160.62,7,1124.34,75.13,4,300.52,127.71,3,383.13,133.84,,,60.09,12,721.08,237.47,,,127.41,6,764.46,109.52,4,438.08,62.25,,,50.99,14,713.86,213.45,6,1280.7,155.63,4,622.52,48.34,,,0.759855,6349,0.84343,,4824,47.78,4872,5050,-178,4412
03/18/2022,96.42,,,163.98,7,1147.86,72.2,4,288.8,130.61,3,391.83,136.13,,,60.1,12,721.2,238.92,,,131.24,6,787.44,111.22,4,444.88,62.44,,,50.96,14,713.44,219.11,6,1314.66,155.67,4,622.68,48.48,,,0.75861,6433,0.8399,,4880,47.78,4928,5050,-122,4463
03/21/2022,96.5,,,165.38,7,1157.66,74.15,4,296.6,132.02,3,396.06,136.1,,,60.58,12,726.96,235.32,,,130.19,6,781.14,112.18,4,448.72,60.99,,,50.72,14,710.08,217.04,6,1302.24,156.03,4,624.12,48.08,,,0.7594,6444,0.83651,,4893,47.78,4941,5050,-109,4461
03/22/2022,95.96,,,168.82,7,1181.74,74.5,4,298,133.34,3,400.02,139.87,,,60.8,12,729.6,238.12,,,133.09,6,798.54,113.35,4,453.4,61.13,,,51.21,14,716.94,218.47,6,1310.82,154.83,4,619.32,47.93,,,0.75378,6508,0.8312,,4906,47.78,4954,5050,-96,4512
03/23/2022,95.2,,,170.21,7,1191.47,73.63,4,294.52,133.43,3,400.29,138.28,,,60.4,12,724.8,236.12,,,133,6,798,114,4,456,59.48,,,50.33,14,704.62,214.68,6,1288.08,153.55,4,614.2,47.32,,,0.75723,6472,0.83333,,4901,47.78,4949,5050,-101,4456
03/24/2022,94.98,,,174.07,7,1218.49,73.65,4,294.6,134.28,3,402.84,141.57,,,60.98,12,731.76,240.26,,,132.08,6,792.48,114.1,4,456.4,60.07,,,50.19,14,702.66,217.31,6,1303.86,155.04,4,620.16,47.61,,,0.75782,6523,0.83429,,4943,52.87,4996,5050,-54,4520
03/25/2022,95.78,,,174.72,7,1223.04,74.78,4,299.12,136.17,3,408.51,141.67,,,61.53,12,738.36,241.58,,,133.7,6,802.2,116.67,4,466.68,61.29,,,50.51,14,707.14,218.43,6,1310.58,156.28,4,625.12,47.82,,,0.757404,6581,0.833,,4984,52.87,5037,5050,-13,4543
03/28/2022,95.68,,,175.6,7,1229.2,75.39,4,301.56,135.72,3,407.16,141.46,,,61.92,12,743.04,242.94,,,134.81,6,808.86,116.88,4,467.52,62,,,50.85,14,711.9,220.77,6,1324.62,158.16,4,632.64,48.67,,,0.76315,6627,0.83894,,5057,52.87,5110,5050,60,4576
03/29/2022,96.6,,,178.96,7,1252.72,76.2,4,304.8,136.06,3,408.18,142.51,,,62.16,12,745.92,248.17,,,139.14,6,834.84,116.19,4,464.76,64.31,,,52.03,14,728.42,228.12,6,1368.72,157.75,4,631,49.08,,,0.76372,6739,0.84699,,5147,52.87,5200,5050,150,4632
03/30/2022,96.28,,,177.77,7,1244.39,76.36,4,305.44,136.63,3,409.89,141.94,,,62.21,12,746.52,249.03,,,138.54,6,831.24,117.17,4,468.68,62,,,52.04,14,728.56,223.95,6,1343.7,159.45,4,637.8,49.96,,,0.7611,6716,0.84927,,5112,52.87,5165,5050,115,4602
03/31/2022,96.58,,,174.61,7,1222.27,75.83,4,303.32,134.14,3,402.42,139.07,,,62,12,744,247.28,,,134.56,6,807.36,113.99,4,455.96,60.58,,,51.27,14,717.78,221.77,6,1330.62,158.5,4,634,49.64,,,0.76063,6618,0.84188,,5034,52.87,5087,5050,37,4530
04/01/2022,95.8,,,174.31,7,1220.17,76.42,4,305.68,127.81,3,383.43,140.15,,,62.87,12,754.44,249.25,,,133.52,6,801.12,115.19,4,460.76,60.89,,,52.43,14,734.02,226.36,6,1358.16,159.81,4,639.24,50.34,,,0.762433,6657,0.84045,,5076,55.55,5131,5150,-19,4546
04/04/2022,96.94,,,178.44,7,1249.08,76.59,4,306.36,130.12,3,390.36,142.97,,,62.54,12,750.48,246.83,,,134.34,6,806.04,114.1,4,456.4,62.07,,,52.37,14,733.18,227.74,6,1366.44,159.39,4,637.56,50.35,,,0.76251,6696,0.83687,,5106,55.55,5161,5150,11,4583
04/05/2022,98.22,,,175.06,7,1225.42,77.45,4,309.8,128.87,3,386.61,140.59,,,62.47,12,749.64,248.51,,,132.3,6,793.8,114.23,4,456.92,61.71,,,51.93,14,727.02,226.09,6,1356.54,160.59,4,642.36,50.49,,,0.76468,6648,0.83394,,5084,60.15,5144,5150,-6,4525
04/06/2022,97.8,,,171.83,7,1202.81,78.81,4,315.24,127.44,3,382.32,136.55,,,63.1,12,757.2,251.46,,,128.36,6,770.16,116.87,4,467.48,60.53,,,51.65,14,723.1,219.01,6,1314.06,161.1,4,644.4,51.66,,,0.76499,6577,0.8338,,5031,60.15,5091,5150,-59,4481
04/07/2022,98.84,,,172.14,7,1204.98,80.42,4,321.68,127.04,3,381.12,135.89,,,63.44,12,761.28,254.36,,,129.38,6,776.28,119.53,4,478.12,61.33,,,51.89,14,726.46,216.15,6,1296.9,163.78,4,655.12,52.18,,,0.76515,6602,0.83125,,5051,60.15,5112,5150,-38,4500
04/08/2022,99.1,,,170.09,7,1190.63,80.25,4,321,124.37,3,373.11,133.29,,,63.83,12,765.96,251.46,,,128.15,6,768.9,118.51,4,474.04,61.56,,,51.56,14,721.84,216.98,6,1301.88,165.15,4,660.6,52.47,,,0.768091,6578,0.8342,,5052,60.15,5113,5150,-37,4488
04/11/2022,98.98,,,165.75,7,1160.25,80.44,4,321.76,124.13,3,372.39,128.82,,,63.81,12,765.72,250.45,,,124.98,6,749.88,118.43,4,473.72,61.86,,,51.03,14,714.42,214.75,6,1288.5,164.16,4,656.64,51.43,,,0.7678,6503,0.83522,,4993,60.15,5053,5150,-97,4413
04/12/2022,98.12,,,167.66,7,1173.62,81,4,324,122.86,3,368.58,127.71,,,64.56,12,774.72,249.17,,,125.04,6,750.24,115.3,4,461.2,62.83,,,50.06,14,700.84,211.4,6,1268.4,161.85,4,647.4,51.08,,,0.76908,6469,0.83257,,4975,60.15,5035,5150,-115,4397
04/13/2022,97.92,,,170.4,7,1192.8,80.99,4,323.96,125.75,3,377.25,129.89,,,64.73,12,776.76,251.33,,,127.49,6,764.94,113.91,4,455.64,63.7,,,50.64,14,708.96,213.27,6,1279.62,159.74,4,638.96,52.41,,,0.76218,6519,0.83047,,4969,60.15,5029,5150,-121,4447
04/14/2022,99.12,,,165.29,7,1157.03,80.94,4,323.76,127.19,3,381.57,126.73,,,65.02,12,780.24,250.51,,,133.46,6,800.76,112.11,4,448.44,62.71,,,50.24,14,703.36,212.79,6,1276.74,159.16,4,636.64,52.36,,,0.76511,6509,0.8275,,4980,60.15,5040,5150,-110,4393
04/18/2022,99.12,,,165.07,7,1155.49,80.01,4,320.04,126.31,3,378.93,127.68,,,64.44,12,773.28,251.06,,,131.63,6,789.78,109.64,4,438.56,62.44,,,49.75,14,696.5,213.17,6,1279.02,158.01,4,632.04,51.96,,,0.76865,6464,0.8285,,4968,60.15,5028,5150,-122,4392
04/19/2022,96.58,,,167.4,7,1171.8,80.61,4,322.44,127.31,3,381.93,130.01,,,65.07,12,780.84,255.4,,,137.05,6,822.3,111.15,4,444.6,65.43,,,50.39,14,705.46,215.7,6,1294.2,159.08,4,636.32,52.55,,,0.76842,6560,0.82937,,5041,60.15,5101,5150,-49,4462
04/20/2022,97.2,,,167.23,7,1170.61,81.53,4,326.12,128.74,3,386.22,128.04,,,65.96,12,791.52,255.85,,,135.87,6,815.22,113.04,4,452.16,66.78,,,51.1,14,715.4,217.79,6,1306.74,160.59,4,642.36,53.21,,,0.76518,6606,0.82995,,5055,60.15,5115,5150,-35,4459
04/21/2022,97.22,,,166.42,7,1164.94,82.1,4,328.4,127.46,3,382.38,124.81,,,66.21,12,794.52,255.25,,,135.46,6,812.76,113.02,4,452.08,65.94,,,51.23,14,717.22,216.45,6,1298.7,161.16,4,644.64,53.29,,,0.76768,6596,0.83175,,5063,60.15,5123,5150,-27,4394
04/22/2022,96.38,,,161.79,7,1132.53,81.1,4,324.4,123.39,3,370.17,119.64,,,65.25,12,783,250.17,,,129.07,6,774.42,108.34,4,433.36,62.71,,,51.09,14,715.26,208.17,6,1249.02,157.51,4,630.04,52.29,,,0.778756,6412,0.83794,,4994,60.15,5054,5150,-96,4272
04/25/2022,95.58,,,162.88,7,1140.16,81.81,4,327.24,124.34,3,373.02,123.07,,,65.94,12,791.28,252.88,,,127.94,6,767.64,110.56,4,442.24,63.39,,,52.19,14,730.66,209.95,6,1259.7,155.96,4,623.84,52.31,,,0.78493,6456,0.84087,,5067,60.15,5127,5150,-23,4296
04/26/2022,95.34,,,156.8,7,1097.6,80.52,4,322.08,122.46,3,367.38,118.65,,,65.05,12,780.6,248.58,,,120.52,6,723.12,108.41,4,433.64,61.42,,,51.37,14,719.18,201.1,6,1206.6,164.15,4,656.6,51.77,,,0.79466,6307,0.84574,,5012,60.15,5072,5150,-78,4175
04/27/2022,96.04,,,156.57,7,1095.99,80.69,4,322.76,121.19,3,363.57,114.29,,,65.56,12,786.72,247.14,,,121.24,6,727.44,106.95,4,427.8,61.47,,,50.45,14,706.3,214.11,6,1284.66,167.45,4,669.8,51.41,,,0.79733,6385,0.84151,,5091,60.15,5151,5150,1,4184
04/28/2022,97.42,,,163.64,7,1145.48,81.22,4,324.88,121.16,3,363.48,118.52,,,66.19,12,794.28,254.19,,,127.05,6,762.3,110.42,4,441.68,63.34,,,51.93,14,727.02,220.66,6,1323.96,169.65,4,678.6,52.07,,,0.80232,6562,0.8426,,5265,60.15,5325,5150,175,4288
04/29/2022,96.58,,,157.65,7,1103.55,77.05,4,308.2,117.62,3,352.86,114.11,,,64.61,12,775.32,249.16,,,124.7,6,748.2,107.36,4,429.44,61.28,,,52.04,14,728.56,213.13,6,1278.78,164.44,4,657.76,51,,,0.795229,6383,0.83474,,5076,60.15,5136,5150,-14,4132
05/02/2022,92.62,,,157.96,7,1105.72,75.18,4,300.72,117.5,3,352.5,116.58,,,63.44,12,761.28,246.64,,,126.08,6,756.48,110.33,4,441.32,62.3,,,51.35,14,718.9,211.53,6,1269.18,159.04,4,636.16,50.66,,,0.80011,6342,0.84079,,5075,60.15,5135,5150,-15,4155
05/03/2022,93.08,,,159.48,7,1116.36,74.49,4,297.96,118.15,3,354.45,117.33,,,63.08,12,756.96,245.87,,,122.86,6,737.16,112.23,4,448.92,62.02,,,51.36,14,719.04,208.56,6,1251.36,159.33,4,637.32,50.84,,,0.799974,6320,0.84198,,5055,60.15,5116,5150,-34,4175
05/04/2022,95.82,,,166.02,7,1162.14,77,4,308,122.77,3,368.31,122.26,,,65.03,12,780.36,254.32,,,126.06,6,756.36,115.84,4,463.36,64.07,,,51.64,14,722.96,214.52,6,1287.12,162.33,4,649.32,51.54,,,0.79251,6498,0.84172,,5150,60.15,5210,5150,60,4300
05/05/2022,96.48,,,156.77,7,1097.39,76.09,4,304.36,118.35,3,355.05,116.51,,,64.51,12,774.12,248.92,,,118.63,6,711.78,112.41,4,449.64,61.71,,,50.42,14,705.88,205.24,6,1231.44,158.64,4,634.56,50.91,,,0.80879,6264,0.85239,,5066,60.15,5127,5150,-23,4147
05/06/2022,93.54,,,157.28,7,1100.96,76.84,4,307.36,116.34,3,349.02,115.75,,,64.74,12,776.88,250.78,,,114.49,6,686.94,109.46,4,437.84,60.41,,,50.04,14,700.56,202.82,6,1216.92,161.78,4,647.12,49.85,,,0.810307,6224,0.84906,,5043,60.15,5103,5150,-47,4123
05/09/2022,93.32,,,152.06,7,1064.42,77.67,4,310.68,110.93,3,332.79,112.51,,,64.61,12,775.32,247.49,,,111.21,6,667.26,108.75,4,435,59.14,,,50.43,14,706.02,193,6,1158,159.24,4,636.96,50.44,,,0.81045,6086,0.85623,,4933,60.15,4993,5150,-157,3991
05/10/2022,92.7,,,154.51,7,1081.57,76.67,4,306.68,109.95,3,329.85,114.4,,,64.01,12,768.12,245.68,,,109.49,6,656.94,108.27,4,433.08,56.2,,,51.18,14,716.52,193.58,6,1161.48,156.95,4,627.8,49.73,,,0.8124,6082,0.8553,,4941,60.15,5001,5150,-149,4001
05/11/2022,92.86,,,146.5,7,1025.5,76.75,4,307,111.24,3,333.72,113.6,,,64.31,12,771.72,244.43,,,107.92,6,647.52,107.87,4,431.48,54.99,,,50.31,14,704.34,196.72,6,1180.32,157.78,4,631.12,49.21,,,0.81738,6033,0.85913,,4931,60.15,4991,5150,-159,3935
05/12/2022,91.7,,,142.56,7,997.92,77.55,4,310.2,111.28,3,333.84,112.84,,,64.51,12,774.12,244.19,,,107.9,6,647.4,108.8,4,435.2,56,,,50.84,14,711.76,193.97,6,1163.82,155.48,4,621.92,49.16,,,0.81926,5996,0.85005,,4912,60.15,4973,5150,-177,3930
05/13/2022,93.26,,,147.11,7,1029.77,78.4,4,313.6,110.62,3,331.86,116.05,,,65.72,12,788.64,245.04,,,113.01,6,678.06,107.82,4,431.28,57.19,,,51.94,14,727.16,199.23,6,1195.38,157.9,4,631.6,49.35,,,0.814996,6127,0.84062,,4994,61.27,5055,5150,-95,4024
05/16/2022,94.26,,,145.54,7,1018.78,78.73,4,314.92,112.66,3,337.98,114.45,,,65.96,12,791.52,244.04,,,112.6,6,675.6,109.75,4,439,56.12,,,51.27,14,717.78,197.81,6,1186.86,157.43,4,629.72,49.4,,,0.81137,6112,0.8467,,4959,61.27,5020,5150,-130,4008
05/17/2022,94.34,,,149.24,7,1044.68,78.77,4,315.08,115.17,3,345.51,116.47,,,65.78,12,789.36,241.63,,,115.9,6,695.4,111.19,4,444.76,56.19,,,51.59,14,722.26,204,6,1224,157.23,4,628.92,43.78,,,0.801,6210,0.84477,,4974,62.57,5037,5150,-113,4089
05/18/2022,93.06,,,140.82,7,985.74,75.71,4,302.84,112.7,3,338.1,111.9,,,61.2,12,734.4,231.05,,,109.37,6,656.22,111.9,4,447.6,60.19,,,49.73,14,696.22,199.99,6,1199.94,153.06,4,612.24,40.81,,,0.80999,5973,0.8482,,4838,62.57,4901,5150,-249,3924
05/19/2022,91.54,,,137.35,7,961.45,75.12,4,300.48,110.91,3,332.73,110.38,,,60,12,720,229,,,106.44,6,638.64,110.42,4,441.68,61.41,,,48.43,14,678.02,197.37,6,1184.22,152.77,4,611.08,39.69,,,0.80243,5868,0.84872,,4709,62.57,4771,5150,-379,3901
05/20/2022,92.76,,,137.59,7,963.13,75.13,4,300.52,111.62,3,334.86,108.91,,,60.98,12,731.76,233.91,,,108,6,648,110.99,4,443.96,57.87,,,49.49,14,692.86,199.03,6,1194.18,154.5,4,618,39.73,,,0.800641,5927,0.83839,,4746,62.57,4808,5150,-342,3901
05/23/2022,93.52,,,143.11,7,1001.77,76.52,4,306.08,112.86,3,338.58,111.49,,,62.86,12,754.32,238,,,108.63,6,651.78,112.94,4,451.76,60.31,,,50,14,700,207.56,6,1245.36,156.08,4,624.32,40.87,,,0.7957,6074,0.84989,,4833,62.57,4896,5150,-254,3974
05/24/2022,92.68,,,140.36,7,982.52,78.12,4,312.48,110.44,3,331.32,105.97,,,64.02,12,768.24,244.52,,,107.29,6,643.74,114.73,4,458.92,59.68,,,50.29,14,704.06,202.63,6,1215.78,157.6,4,630.4,41.38,,,0.79726,6047,0.85575,,4821,62.57,4884,5150,-266,3941
05/25/2022,91.6,,,140.52,7,983.64,77.49,4,309.96,110.09,3,330.27,105.81,,,64.07,12,768.84,244.01,,,108.2,6,649.2,115.62,4,462.48,61.22,,,49.34,14,690.76,203.84,6,1223.04,156.01,4,624.04,41.12,,,0.794527,6042,0.84903,,4801,62.57,4863,5150,-287,3979
05/26/2022,90.96,,,143.78,7,1006.46,78.16,4,312.64,112.53,3,337.59,107.79,,,64.3,12,771.6,248.09,,,112.94,6,677.64,116.81,4,467.24,64.11,,,49.3,14,690.2,208.55,6,1251.3,157.99,4,631.96,42,,,0.79256,6147,0.85059,,4872,62.57,4934,5150,-216,4058
05/27/2022,93.16,,,149.64,7,1047.48,78.86,4,315.44,114.06,3,342.18,112.32,,,64.68,12,776.16,251.87,,,115.99,6,695.94,120.34,4,481.36,64.59,,,49.48,14,692.72,212.88,6,1277.28,161,4,644,42.83,,,0.791759,6273,0.84242,,4966,62.57,5029,5150,-121,4158
05/31/2022,92.14,,,148.84,7,1041.88,78.81,4,315.24,113.78,3,341.34,113.76,,,63.38,12,760.56,252.21,,,118.85,6,713.1,119.38,4,477.52,63.57,,,54.37,14,761.18,212.17,6,1273.02,158.51,4,634.04,42.88,,,0.79309,6318,0.85131,,5011,62.57,5073,5150,-77,4132
06/01/2022,89.28,,,148.71,7,1040.97,78.2,4,312.8,114.09,3,342.27,113.89,,,63.07,12,756.84,249.28,,,118.68,6,712.08,118.47,4,473.88,62.5,,,52.02,14,728.28,209.93,6,1259.58,158.53,4,634.12,41.82,,,0.80108,6261,0.85299,,5015,62.57,5078,5150,-72,4101
06/02/2022,90.06,,,151.21,7,1058.47,79.27,4,317.08,118.21,3,354.63,117.62,,,63.73,12,764.76,250.38,,,123.41,6,740.46,119.38,4,477.52,63.77,,,52.48,14,734.72,215.05,6,1290.3,159.38,4,637.52,42.5,,,0.79496,6375,0.8547,,5068,62.57,5131,5250,-119,4177
06/03/2022,89.18,,,145.38,7,1017.66,78.93,4,315.72,117.27,3,351.81,114.54,,,62.97,12,755.64,248.36,,,120.95,6,725.7,119.11,4,476.44,62.03,,,52.34,14,732.76,212.65,6,1275.9,159.12,4,636.48,41.77,,,0.800641,6288,0.85096,,5035,64.08,5099,5250,-151,4109
06/06/2022,89.9,,,146.14,7,1022.98,78.78,4,315.12,117.73,3,353.19,116.82,,,62.87,12,754.44,248.07,,,120.23,6,721.38,120.07,4,480.28,61.73,,,52.55,14,735.7,212.94,6,1277.64,157.94,4,631.76,41.62,,,0.7985,6292,0.85354,,5025,64.08,5089,5250,-161,4121
06/07/2022,89.56,,,148.71,7,1040.97,78.71,4,314.84,116.64,3,349.92,117.15,,,63.25,12,759,248.94,,,121.67,6,730.02,121.19,4,484.76,61.05,,,52.59,14,736.26,214.5,6,1287,159.8,4,639.2,41.12,,,0.79445,6342,0.8499,,5038,64.08,5102,5250,-148,4161
06/08/2022,88.28,,,147.96,7,1035.72,77.87,4,311.48,114.87,3,344.61,117.19,,,62.89,12,754.68,245.61,,,122.4,6,734.4,119.63,4,478.52,61.43,,,51.8,14,725.2,213.5,6,1281,157.06,4,628.24,40.77,,,0.79743,6294,0.8546,,5019,64.08,5083,5250,-167,4116
06/09/2022,86.78,,,142.64,7,998.48,76.85,4,307.4,112.71,3,338.13,114.84,,,61.8,12,741.6,242.16,,,118.6,6,711.6,115.54,4,462.16,60.65,,,50.84,14,711.76,206.11,6,1236.66,153.35,4,613.4,40.34,,,0.80045,6121,0.84999,,4900,64.08,4964,5250,-286,4018
06/10/2022,88.04,,,137.13,7,959.91,76.63,4,306.52,109.96,3,329.88,111.16,,,61.41,12,736.92,237.38,,,114.73,6,688.38,113.56,4,454.24,58.97,,,50.69,14,709.66,199.51,6,1197.06,151.41,4,605.64,40.57,,,0.811952,5988,0.84885,,4862,64.08,4926,5250,-324,3901
06/13/2022,87.6,,,131.88,7,923.16,76.19,4,304.76,107.76,3,323.28,106.39,,,61.34,12,736.08,238.47,,,110.44,6,662.64,113.54,4,454.16,57.33,,,49.83,14,697.62,192.26,6,1153.56,147.86,4,591.44,39.8,,,0.8234,5847,0.85745,,4814,64.08,4878,5250,-372,3750
06/14/2022,84.96,,,132.76,7,929.32,74.27,4,297.08,108.45,3,325.35,106.72,,,59.23,12,710.76,238.76,,,110.72,6,664.32,112.41,4,449.64,57.33,,,49.01,14,686.14,193.52,6,1161.12,145.62,4,582.48,39.82,,,0.83246,5806,0.8689,,4833,64.08,4898,5250,-352,3735
06/15/2022,86.16,,,135.43,7,948.01,74.16,4,296.64,110.32,3,330.96,109.76,,,59.67,12,716.04,238.9,,,113.44,6,680.64,112.57,4,450.28,57.63,,,49.57,14,693.98,196.16,6,1176.96,145.41,4,581.64,39.79,,,0.8214,5875,0.8588,,4826,64.08,4890,5250,-360,3790
06/16/2022,85.26,,,130.06,7,910.42,73.92,4,295.68,108.27,3,324.81,106.03,,,59.07,12,708.84,235.19,,,107.12,6,642.72,110.21,4,440.84,56.74,,,49.15,14,688.1,189.05,6,1134.3,142.34,4,569.36,40.21,,,0.8094,5715,0.8536,,4626,64.08,4690,5250,-560,3667
06/17/2022,86.44,,,131.56,7,920.92,74.04,4,296.16,108.11,3,324.33,107.14,,,59.43,12,713.16,234.38,,,107.34,6,644.04,109.56,4,438.24,56.62,,,49.19,14,688.66,190.01,6,1140.06,140.65,4,562.6,39.43,,,0.817862,5728,0.85854,,4685,69.23,4754,5250,-496,3675
06/21/2022,86.34,,,135.87,7,951.09,76.46,4,305.84,109.25,3,327.75,111.54,,,60.7,12,728.4,239.59,,,108.68,6,652.08,112.18,4,448.72,57.49,,,49.92,14,698.88,194.39,6,1166.34,143.99,4,575.96,40.72,,,0.81522,5855,0.85858,,4773,71.03,4844,5250,-406,3765
06/22/2022,86.96,,,135.35,7,947.45,77.91,4,311.64,109.92,3,329.76,111.49,,,61.15,12,733.8,243.06,,,104.92,6,629.52,111.85,4,447.4,57.07,,,49.92,14,698.88,193.82,6,1162.92,144.91,4,579.64,40.23,,,0.81627,5841,0.8622,,4768,71.03,4839,5250,-411,3760
06/23/2022,87.62,,,138.27,7,967.89,78.88,4,315.52,109.5,3,328.5,112.24,,,61.88,12,742.56,243.58,,,108,6,648,109.75,4,439,57.3,,,50.14,14,701.96,196.64,6,1179.84,147.19,4,588.76,41.21,,,0.81561,5912,0.85792,,4822,71.03,4893,5250,-357,3796
06/24/2022,90.26,,,141.66,7,991.62,80.38,4,321.52,113.77,3,341.31,117.98,,,63.04,12,756.48,247.9,,,112.91,6,677.46,115.99,4,463.96,60.24,,,52.03,14,728.42,205.51,6,1233.06,150.31,4,601.24,41.24,,,0.815262,6115,0.85678,,4985,71.03,5056,5250,-194,3912
06/27/2022,91.28,,,141.66,7,991.62,79.88,4,319.52,113.42,3,340.26,115.83,,,62.91,12,754.92,247.03,,,110.5,6,663,116.56,4,466.24,59.81,,,51.75,14,724.5,203.56,6,1221.36,149.53,4,598.12,41.37,,,0.81517,6080,0.8626,,4956,71.03,5027,5250,-223,3900
06/28/2022,90.62,,,137.44,7,962.08,78.88,4,315.52,111.01,3,333.03,112.01,,,62.28,12,747.36,242.83,,,102.78,6,616.68,115.42,4,461.68,57.48,,,51,14,714,198.12,6,1188.72,148.88,4,595.52,40.79,,,0.82036,5935,0.86324,,4869,71.03,4940,5250,-310,3822
06/29/2022,91.88,,,139.23,7,974.61,79.67,4,318.68,112.55,3,337.65,111.7,,,62.73,12,752.76,247.74,,,103.25,6,619.5,113.64,4,454.56,57.09,,,51.26,14,717.64,199.5,6,1197,151.25,4,605,40.64,,,0.82428,5977,0.8612,,4927,71.03,4998,5250,-252,3819
06/30/2022,92.56,,,136.72,7,957.04,80.14,4,320.56,112.47,3,337.41,108.96,,,62.91,12,754.92,246.88,,,102.2,6,613.2,116.27,4,465.08,55.85,,,51.56,14,721.84,196.89,6,1181.34,152.98,4,611.92,40.53,,,0.82231,5963,0.86154,,4904,71.03,4975,5250,-275,3785
